phi1   phi2  phi  COD
20.0  10.0  25.0    109 
25.0  10.0  25.0    112 
30.0  10.0  25.0    113 
35.0  10.0  25.0    111 
40.0  10.0  25.0    108 
45.0  10.0  25.0    105 
50.0  10.0  25.0    105 
55.0  10.0  25.0    102 
60.0  10.0  25.0    103 
65.0  10.0  25.0    103 
70.0  10.0  25.0    108 
75.0  10.0  25.0    112 
80.0  10.0  25.0    112 
85.0  10.0  25.0    114 
90.0  10.0  25.0    116 
 0.0  15.0  25.0     90 
 5.0  15.0  25.0     89 
10.0  15.0  25.0     88 
15.0  15.0  25.0     90 
20.0  15.0  25.0     93 
25.0  15.0  25.0     95 
30.0  15.0  25.0     95 
35.0  15.0  25.0     93 
40.0  15.0  25.0     88 
45.0  15.0  25.0     85 
50.0  15.0  25.0     86 
55.0  15.0  25.0     84 
60.0  15.0  25.0     82 
65.0  15.0  25.0     85 
70.0  15.0  25.0     86 
75.0  15.0  25.0     89 
80.0  15.0  25.0     92 
85.0  15.0  25.0     98 
90.0  15.0  25.0    102 
 0.0  20.0  25.0     57 
 5.0  20.0  25.0     58 
10.0  20.0  25.0     56 
15.0  20.0  25.0     59 
20.0  20.0  25.0     60 
25.0  20.0  25.0     60 
30.0  20.0  25.0     59 
35.0  20.0  25.0     57 
40.0  20.0  25.0     57 
45.0  20.0  25.0     58 
50.0  20.0  25.0     60 
55.0  20.0  25.0     60 
60.0  20.0  25.0     61 
65.0  20.0  25.0     60 
70.0  20.0  25.0     65 
75.0  20.0  25.0     67 
80.0  20.0  25.0     72 
85.0  20.0  25.0     76 
90.0  20.0  25.0     78 
 0.0  25.0  25.0     59 
 5.0  25.0  25.0     57 
10.0  25.0  25.0     59 
15.0  25.0  25.0     60 
20.0  25.0  25.0     59 
25.0  25.0  25.0     59 
30.0  25.0  25.0     56 
35.0  25.0  25.0     57 
40.0  25.0  25.0     56 
45.0  25.0  25.0     58 
50.0  25.0  25.0     60 
55.0  25.0  25.0     59 
60.0  25.0  25.0     58 
65.0  25.0  25.0     64 
70.0  25.0  25.0     67 
75.0  25.0  25.0     71 
80.0  25.0  25.0     76 
85.0  25.0  25.0     78 
90.0  25.0  25.0     82 
 0.0  30.0  25.0     66 
 5.0  30.0  25.0     65 
10.0  30.0  25.0     65 
15.0  30.0  25.0     66 
20.0  30.0  25.0     63 
25.0  30.0  25.0     65 
30.0  30.0  25.0     66 
35.0  30.0  25.0     67 
40.0  30.0  25.0     70 
45.0  30.0  25.0     72 
50.0  30.0  25.0     71 
55.0  30.0  25.0     73 
60.0  30.0  25.0     77 
65.0  30.0  25.0     81 
70.0  30.0  25.0     90 
75.0  30.0  25.0     96 
80.0  30.0  25.0     99 
85.0  30.0  25.0    101 
90.0  30.0  25.0    104 
 0.0  35.0  25.0     74 
 5.0  35.0  25.0     75 
10.0  35.0  25.0     73 
15.0  35.0  25.0     75 
20.0  35.0  25.0     73 
25.0  35.0  25.0     73 
30.0  35.0  25.0     75 
35.0  35.0  25.0     79 
40.0  35.0  25.0     78 
45.0  35.0  25.0     81 
50.0  35.0  25.0     91 
55.0  35.0  25.0     92 
60.0  35.0  25.0    100 
65.0  35.0  25.0    111 
70.0  35.0  25.0    117 
75.0  35.0  25.0    123 
80.0  35.0  25.0    130 
85.0  35.0  25.0    138 
90.0  35.0  25.0    136 
 0.0  40.0  25.0     72 
 5.0  40.0  25.0     70 
10.0  40.0  25.0     71 
15.0  40.0  25.0     70 
20.0  40.0  25.0     68 
25.0  40.0  25.0     71 
30.0  40.0  25.0     75 
35.0  40.0  25.0     74 
40.0  40.0  25.0     77 
45.0  40.0  25.0     84 
50.0  40.0  25.0     86 
55.0  40.0  25.0     93 
60.0  40.0  25.0    104 
65.0  40.0  25.0    109 
70.0  40.0  25.0    116 
75.0  40.0  25.0    123 
80.0  40.0  25.0    131 
85.0  40.0  25.0    132 
90.0  40.0  25.0    137 
 0.0  45.0  25.0     59 
 5.0  45.0  25.0     61 
10.0  45.0  25.0     59 
15.0  45.0  25.0     61 
20.0  45.0  25.0     62 
25.0  45.0  25.0     64 
30.0  45.0  25.0     65 
35.0  45.0  25.0     68 
40.0  45.0  25.0     73 
45.0  45.0  25.0     75 
50.0  45.0  25.0     81 
55.0  45.0  25.0     91 
60.0  45.0  25.0     96 
65.0  45.0  25.0    105 
70.0  45.0  25.0    108 
75.0  45.0  25.0    114 
80.0  45.0  25.0    113 
85.0  45.0  25.0    117 
90.0  45.0  25.0    120 
 0.0  50.0  25.0     72 
 5.0  50.0  25.0     71 
10.0  50.0  25.0     71 
15.0  50.0  25.0     72 
20.0  50.0  25.0     73 
25.0  50.0  25.0     74 
30.0  50.0  25.0     77 
35.0  50.0  25.0     82 
40.0  50.0  25.0     86 
45.0  50.0  25.0     90 
50.0  50.0  25.0    104 
55.0  50.0  25.0    111 
60.0  50.0  25.0    115 
65.0  50.0  25.0    123 
70.0  50.0  25.0    129 
75.0  50.0  25.0    131 
80.0  50.0  25.0    134 
85.0  50.0  25.0    137 
90.0  50.0  25.0    137 
 0.0  55.0  25.0     74 
 5.0  55.0  25.0     73 
10.0  55.0  25.0     73 
15.0  55.0  25.0     75 
20.0  55.0  25.0     76 
25.0  55.0  25.0     80 
30.0  55.0  25.0     86 
35.0  55.0  25.0     89 
40.0  55.0  25.0     95 
45.0  55.0  25.0    107 
50.0  55.0  25.0    115 
55.0  55.0  25.0    122 
60.0  55.0  25.0    128 
65.0  55.0  25.0    133 
70.0  55.0  25.0    137 
75.0  55.0  25.0    140 
80.0  55.0  25.0    142 
85.0  55.0  25.0    141 
90.0  55.0  25.0    136 
 0.0  60.0  25.0     66 
 5.0  60.0  25.0     69 
10.0  60.0  25.0     72 
15.0  60.0  25.0     72 
20.0  60.0  25.0     76 
25.0  60.0  25.0     78 
30.0  60.0  25.0     85 
35.0  60.0  25.0     88 
40.0  60.0  25.0     99 
45.0  60.0  25.0    102 
50.0  60.0  25.0    111 
55.0  60.0  25.0    114 
60.0  60.0  25.0    114 
65.0  60.0  25.0    118 
70.0  60.0  25.0    119 
75.0  60.0  25.0    119 
80.0  60.0  25.0    109 
85.0  60.0  25.0    106 
90.0  60.0  25.0    104 
 0.0  65.0  25.0     59 
 5.0  65.0  25.0     58 
10.0  65.0  25.0     60 
15.0  65.0  25.0     59 
20.0  65.0  25.0     61 
25.0  65.0  25.0     67 
30.0  65.0  25.0     70 
35.0  65.0  25.0     76 
40.0  65.0  25.0     82 
45.0  65.0  25.0     87 
50.0  65.0  25.0     92 
55.0  65.0  25.0     97 
60.0  65.0  25.0    101 
65.0  65.0  25.0    105 
70.0  65.0  25.0    104 
75.0  65.0  25.0     96 
80.0  65.0  25.0     90 
85.0  65.0  25.0     85 
90.0  65.0  25.0     82 
 0.0  70.0  25.0     57 
 5.0  70.0  25.0     58 
10.0  70.0  25.0     56 
15.0  70.0  25.0     58 
20.0  70.0  25.0     62 
25.0  70.0  25.0     67 
30.0  70.0  25.0     70 
35.0  70.0  25.0     78 
40.0  70.0  25.0     83 
45.0  70.0  25.0     87 
50.0  70.0  25.0     93 
55.0  70.0  25.0     97 
60.0  70.0  25.0    100 
65.0  70.0  25.0    100 
70.0  70.0  25.0     96 
75.0  70.0  25.0     88 
80.0  70.0  25.0     84 
85.0  70.0  25.0     80 
90.0  70.0  25.0     78 
 0.0  75.0  25.0     90 
 5.0  75.0  25.0     90 
10.0  75.0  25.0     92 
15.0  75.0  25.0     99 
20.0  75.0  25.0    102 
25.0  75.0  25.0    106 
30.0  75.0  25.0    111 
35.0  75.0  25.0    118 
40.0  75.0  25.0    122 
45.0  75.0  25.0    127 
50.0  75.0  25.0    135 
55.0  75.0  25.0    137 
60.0  75.0  25.0    140 
65.0  75.0  25.0    136 
70.0  75.0  25.0    127 
75.0  75.0  25.0    118 
80.0  75.0  25.0    109 
85.0  75.0  25.0    107 
90.0  75.0  25.0    102 
 0.0  80.0  25.0    113 
 5.0  80.0  25.0    115 
10.0  80.0  25.0    119 
15.0  80.0  25.0    127 
20.0  80.0  25.0    126 
25.0  80.0  25.0    133 
30.0  80.0  25.0    136 
35.0  80.0  25.0    139 
40.0  80.0  25.0    140 
45.0  80.0  25.0    145 
50.0  80.0  25.0    145 
55.0  80.0  25.0    150 
60.0  80.0  25.0    140 
65.0  80.0  25.0    140 
70.0  80.0  25.0    131 
75.0  80.0  25.0    126 
80.0  80.0  25.0    121 
85.0  80.0  25.0    123 
90.0  80.0  25.0    116 
 0.0  85.0  25.0    115 
 5.0  85.0  25.0    115 
10.0  85.0  25.0    118 
15.0  85.0  25.0    119 
20.0  85.0  25.0    121 
25.0  85.0  25.0    125 
30.0  85.0  25.0    127 
35.0  85.0  25.0    126 
40.0  85.0  25.0    131 
45.0  85.0  25.0    131 
50.0  85.0  25.0    135 
55.0  85.0  25.0    127 
60.0  85.0  25.0    128 
65.0  85.0  25.0    121 
70.0  85.0  25.0    118 
75.0  85.0  25.0    115 
80.0  85.0  25.0    115 
85.0  85.0  25.0    113 
90.0  85.0  25.0    112 
 0.0  90.0  25.0    101 
 5.0  90.0  25.0    103 
10.0  90.0  25.0    103 
15.0  90.0  25.0    103 
20.0  90.0  25.0    106 
25.0  90.0  25.0    108 
30.0  90.0  25.0    110 
35.0  90.0  25.0    115 
40.0  90.0  25.0    115 
45.0  90.0  25.0    114 
50.0  90.0  25.0    110 
55.0  90.0  25.0    110 
60.0  90.0  25.0    103 
65.0  90.0  25.0    100 
70.0  90.0  25.0     98 
75.0  90.0  25.0     99 
80.0  90.0  25.0    100 
85.0  90.0  25.0    101 
90.0  90.0  25.0    101 
 0.0   0.0  30.0    126 
 5.0   0.0  30.0    132 
10.0   0.0  30.0    132 
15.0   0.0  30.0    134 
20.0   0.0  30.0    135 
25.0   0.0  30.0    142 
30.0   0.0  30.0    144 
35.0   0.0  30.0    145 
40.0   0.0  30.0    146 
45.0   0.0  30.0    144 
50.0   0.0  30.0    133 
55.0   0.0  30.0    131 
60.0   0.0  30.0    125 
65.0   0.0  30.0    117 
70.0   0.0  30.0    114 
75.0   0.0  30.0    112 
80.0   0.0  30.0    112 
85.0   0.0  30.0    113 
90.0   0.0  30.0    111 
 0.0   5.0  30.0    138 
 5.0   5.0  30.0    133 
10.0   5.0  30.0    133 
15.0   5.0  30.0    130 
20.0   5.0  30.0    137 
25.0   5.0  30.0    140 
30.0   5.0  30.0    138 
35.0   5.0  30.0    137 
40.0   5.0  30.0    137 
45.0   5.0  30.0    128 
50.0   5.0  30.0    126 
55.0   5.0  30.0    119 
60.0   5.0  30.0    116 
65.0   5.0  30.0    113 
70.0   5.0  30.0    111 
75.0   5.0  30.0    112 
80.0   5.0  30.0    114 
85.0   5.0  30.0    115 
90.0   5.0  30.0    117 
 0.0  10.0  30.0    118 
 5.0  10.0  30.0    115 
10.0  10.0  30.0    115 
15.0  10.0  30.0    116 
20.0  10.0  30.0    120 
25.0  10.0  30.0    121 
30.0  10.0  30.0    117 
35.0  10.0  30.0    118 
40.0  10.0  30.0    112 
45.0  10.0  30.0    109 
50.0  10.0  30.0    102 
55.0  10.0  30.0    101 
60.0  10.0  30.0     99 
65.0  10.0  30.0     97 
70.0  10.0  30.0     98 
75.0  10.0  30.0    102 
80.0  10.0  30.0    103 
85.0  10.0  30.0    105 
90.0  10.0  30.0    107 
 0.0  15.0  30.0    112 
 5.0  15.0  30.0    109 
10.0  15.0  30.0    107 
15.0  15.0  30.0    109 
20.0  15.0  30.0    109 
25.0  15.0  30.0    111 
30.0  15.0  30.0    113 
35.0  15.0  30.0    110 
40.0  15.0  30.0    107 
45.0  15.0  30.0    103 
50.0  15.0  30.0     98 
55.0  15.0  30.0     99 
60.0  15.0  30.0     98 
65.0  15.0  30.0    100 
70.0  15.0  30.0    103 
75.0  15.0  30.0    106 
80.0  15.0  30.0    108 
85.0  15.0  30.0    113 
90.0  15.0  30.0    116 
 0.0  20.0  30.0     64 
 5.0  20.0  30.0     64 
10.0  20.0  30.0     66 
15.0  20.0  30.0     64 
20.0  20.0  30.0     66 
25.0  20.0  30.0     64 
30.0  20.0  30.0     62 
35.0  20.0  30.0     60 
40.0  20.0  30.0     57 
45.0  20.0  30.0     57 
50.0  20.0  30.0     56 
55.0  20.0  30.0     58 
60.0  20.0  30.0     59 
65.0  20.0  30.0     61 
70.0  20.0  30.0     63 
75.0  20.0  30.0     66 
80.0  20.0  30.0     68 
85.0  20.0  30.0     73 
90.0  20.0  30.0     80 
 0.0  25.0  30.0     59 
 5.0  25.0  30.0     62 
10.0  25.0  30.0     61 
15.0  25.0  30.0     59 
20.0  25.0  30.0     59 
25.0  25.0  30.0     58 
30.0  25.0  30.0     55 
35.0  25.0  30.0     55 
40.0  25.0  30.0     54 
45.0  25.0  30.0     55 
50.0  25.0  30.0     57 
55.0  25.0  30.0     59 
60.0  25.0  30.0     61 
65.0  25.0  30.0     62 
70.0  25.0  30.0     66 
75.0  25.0  30.0     68 
80.0  25.0  30.0     73 
85.0  25.0  30.0     81 
90.0  25.0  30.0     84 
 0.0  30.0  30.0     91 
 5.0  30.0  30.0     90 
10.0  30.0  30.0     88 
15.0  30.0  30.0     88 
20.0  30.0  30.0     88 
25.0  30.0  30.0     89 
30.0  30.0  30.0     89 
35.0  30.0  30.0     92 
40.0  30.0  30.0     92 
45.0  30.0  30.0     99 
50.0  30.0  30.0    101 
55.0  30.0  30.0    103 
60.0  30.0  30.0    106 
65.0  30.0  30.0    110 
70.0  30.0  30.0    118 
75.0  30.0  30.0    124 
80.0  30.0  30.0    134 
85.0  30.0  30.0    137 
90.0  30.0  30.0    145 
 0.0  35.0  30.0     87 
 5.0  35.0  30.0     85 
10.0  35.0  30.0     85 
15.0  35.0  30.0     83 
20.0  35.0  30.0     83 
25.0  35.0  30.0     84 
30.0  35.0  30.0     85 
35.0  35.0  30.0     87 
40.0  35.0  30.0     91 
45.0  35.0  30.0     94 
50.0  35.0  30.0     96 
55.0  35.0  30.0    102 
60.0  35.0  30.0    104 
65.0  35.0  30.0    113 
70.0  35.0  30.0    118 
75.0  35.0  30.0    130 
80.0  35.0  30.0    136 
85.0  35.0  30.0    142 
90.0  35.0  30.0    153 
 0.0  40.0  30.0     93 
 5.0  40.0  30.0     91 
10.0  40.0  30.0     91 
15.0  40.0  30.0     90 
20.0  40.0  30.0     90 
25.0  40.0  30.0     91 
30.0  40.0  30.0     93 
35.0  40.0  30.0     99 
40.0  40.0  30.0     96 
45.0  40.0  30.0    102 
50.0  40.0  30.0    107 
55.0  40.0  30.0    113 
60.0  40.0  30.0    119 
65.0  40.0  30.0    127 
70.0  40.0  30.0    135 
75.0  40.0  30.0    148 
80.0  40.0  30.0    154 
85.0  40.0  30.0    165 
90.0  40.0  30.0    173 
 0.0  45.0  30.0     78 
 5.0  45.0  30.0     82 
10.0  45.0  30.0     81 
15.0  45.0  30.0     80 
20.0  45.0  30.0     82 
25.0  45.0  30.0     84 
30.0  45.0  30.0     86 
35.0  45.0  30.0     85 
40.0  45.0  30.0     90 
45.0  45.0  30.0     95 
50.0  45.0  30.0    101 
55.0  45.0  30.0    108 
60.0  45.0  30.0    117 
65.0  45.0  30.0    126 
70.0  45.0  30.0    133 
75.0  45.0  30.0    139 
80.0  45.0  30.0    142 
85.0  45.0  30.0    150 
90.0  45.0  30.0    150 
 0.0  50.0  30.0     93 
 5.0  50.0  30.0     95 
10.0  50.0  30.0     93 
15.0  50.0  30.0     95 
20.0  50.0  30.0     97 
25.0  50.0  30.0    100 
30.0  50.0  30.0    101 
35.0  50.0  30.0    104 
40.0  50.0  30.0    113 
45.0  50.0  30.0    121 
50.0  50.0  30.0    128 
55.0  50.0  30.0    139 
60.0  50.0  30.0    151 
65.0  50.0  30.0    160 
70.0  50.0  30.0    163 
75.0  50.0  30.0    171 
80.0  50.0  30.0    178 
85.0  50.0  30.0    177 
90.0  50.0  30.0    173 
 0.0  55.0  30.0     87 
 5.0  55.0  30.0     88 
10.0  55.0  30.0     88 
15.0  55.0  30.0     89 
20.0  55.0  30.0     90 
25.0  55.0  30.0     95 
30.0  55.0  30.0     96 
35.0  55.0  30.0    106 
40.0  55.0  30.0    110 
45.0  55.0  30.0    121 
50.0  55.0  30.0    132 
55.0  55.0  30.0    145 
60.0  55.0  30.0    150 
65.0  55.0  30.0    154 
70.0  55.0  30.0    156 
75.0  55.0  30.0    162 
80.0  55.0  30.0    162 
85.0  55.0  30.0    159 
90.0  55.0  30.0    153 
 0.0  60.0  30.0     91 
 5.0  60.0  30.0     90 
10.0  60.0  30.0     92 
15.0  60.0  30.0     92 
20.0  60.0  30.0     96 
25.0  60.0  30.0    100 
30.0  60.0  30.0    109 
35.0  60.0  30.0    115 
40.0  60.0  30.0    126 
45.0  60.0  30.0    138 
50.0  60.0  30.0    148 
55.0  60.0  30.0    156 
60.0  60.0  30.0    161 
65.0  60.0  30.0    162 
70.0  60.0  30.0    165 
75.0  60.0  30.0    163 
80.0  60.0  30.0    162 
85.0  60.0  30.0    152 
90.0  60.0  30.0    145 
 0.0  65.0  30.0     59 
 5.0  65.0  30.0     60 
10.0  65.0  30.0     61 
15.0  65.0  30.0     63 
20.0  65.0  30.0     65 
25.0  65.0  30.0     68 
30.0  65.0  30.0     75 
35.0  65.0  30.0     82 
40.0  65.0  30.0     86 
45.0  65.0  30.0     95 
50.0  65.0  30.0     98 
55.0  65.0  30.0    102 
60.0  65.0  30.0    106 
65.0  65.0  30.0    109 
70.0  65.0  30.0    105 
75.0  65.0  30.0    104 
80.0  65.0  30.0     95 
85.0  65.0  30.0     88 
90.0  65.0  30.0     84 
 0.0  70.0  30.0     64 
 5.0  70.0  30.0     64 
10.0  70.0  30.0     67 
15.0  70.0  30.0     67 
20.0  70.0  30.0     70 
25.0  70.0  30.0     76 
30.0  70.0  30.0     81 
35.0  70.0  30.0     88 
40.0  70.0  30.0     93 
45.0  70.0  30.0     97 
50.0  70.0  30.0    101 
55.0  70.0  30.0    104 
60.0  70.0  30.0    108 
65.0  70.0  30.0    104 
70.0  70.0  30.0    102 
75.0  70.0  30.0     94 
80.0  70.0  30.0     87 
85.0  70.0  30.0     83 
90.0  70.0  30.0     80 
 0.0  75.0  30.0    112 
 5.0  75.0  30.0    119 
10.0  75.0  30.0    122 
15.0  75.0  30.0    130 
20.0  75.0  30.0    136 
25.0  75.0  30.0    144 
30.0  75.0  30.0    152 
35.0  75.0  30.0    160 
40.0  75.0  30.0    167 
45.0  75.0  30.0    172 
50.0  75.0  30.0    176 
55.0  75.0  30.0    179 
60.0  75.0  30.0    175 
65.0  75.0  30.0    160 
70.0  75.0  30.0    153 
75.0  75.0  30.0    137 
80.0  75.0  30.0    132 
85.0  75.0  30.0    123 
90.0  75.0  30.0    116 
 0.0  80.0  30.0    118 
 5.0  80.0  30.0    118 
10.0  80.0  30.0    125 
15.0  80.0  30.0    129 
20.0  80.0  30.0    134 
25.0  80.0  30.0    139 
30.0  80.0  30.0    150 
35.0  80.0  30.0    157 
40.0  80.0  30.0    158 
45.0  80.0  30.0    166 
50.0  80.0  30.0    166 
55.0  80.0  30.0    162 
60.0  80.0  30.0    149 
65.0  80.0  30.0    148 
70.0  80.0  30.0    127 
75.0  80.0  30.0    123 
80.0  80.0  30.0    114 
85.0  80.0  30.0    110 
90.0  80.0  30.0    107 
 0.0  85.0  30.0    138 
 5.0  85.0  30.0    136 
10.0  85.0  30.0    146 
15.0  85.0  30.0    146 
20.0  85.0  30.0    157 
25.0  85.0  30.0    161 
30.0  85.0  30.0    168 
35.0  85.0  30.0    174 
40.0  85.0  30.0    172 
45.0  85.0  30.0    174 
50.0  85.0  30.0    168 
55.0  85.0  30.0    157 
60.0  85.0  30.0    151 
65.0  85.0  30.0    137 
70.0  85.0  30.0    129 
75.0  85.0  30.0    123 
80.0  85.0  30.0    118 
85.0  85.0  30.0    117 
90.0  85.0  30.0    117 
 0.0  90.0  30.0    126 
 5.0  90.0  30.0    132 
10.0  90.0  30.0    132 
15.0  90.0  30.0    134 
20.0  90.0  30.0    135 
25.0  90.0  30.0    142 
30.0  90.0  30.0    144 
35.0  90.0  30.0    145 
40.0  90.0  30.0    146 
45.0  90.0  30.0    144 
50.0  90.0  30.0    133 
55.0  90.0  30.0    131 
60.0  90.0  30.0    125 
65.0  90.0  30.0    117 
70.0  90.0  30.0    114 
75.0  90.0  30.0    112 
80.0  90.0  30.0    112 
85.0  90.0  30.0    113 
90.0  90.0  30.0    111 
 0.0   0.0  35.0    153 
 5.0   0.0  35.0    150 
10.0   0.0  35.0    151 
15.0   0.0  35.0    151 
20.0   0.0  35.0    156 
25.0   0.0  35.0    161 
30.0   0.0  35.0    162 
35.0   0.0  35.0    163 
40.0   0.0  35.0    162 
45.0   0.0  35.0    152 
50.0   0.0  35.0    139 
55.0   0.0  35.0    128 
60.0   0.0  35.0    121 
65.0   0.0  35.0    110 
70.0   0.0  35.0    107 
75.0   0.0  35.0    102 
80.0   0.0  35.0    100 
85.0   0.0  35.0     98 
90.0   0.0  35.0    100 
 0.0   5.0  35.0    134 
 5.0   5.0  35.0    131 
10.0   5.0  35.0    130 
15.0   5.0  35.0    134 
20.0   5.0  35.0    135 
25.0   5.0  35.0    139 
30.0   5.0  35.0    137 
35.0   5.0  35.0    135 
40.0   5.0  35.0    131 
45.0   5.0  35.0    122 
50.0   5.0  35.0    116 
55.0   5.0  35.0    109 
60.0   5.0  35.0    102 
65.0   5.0  35.0    101 
70.0   5.0  35.0     96 
75.0   5.0  35.0     96 
80.0   5.0  35.0     96 
85.0   5.0  35.0     98 
90.0   5.0  35.0     99 
 0.0  10.0  35.0    142 
 5.0  10.0  35.0    139 
10.0  10.0  35.0    141 
15.0  10.0  35.0    142 
20.0  10.0  35.0    142 
25.0  10.0  35.0    144 
30.0  10.0  35.0    143 
35.0  10.0  35.0    137 
40.0  10.0  35.0    131 
45.0  10.0  35.0    119 
50.0  10.0  35.0    114 
55.0  10.0  35.0    107 
60.0  10.0  35.0    106 
65.0  10.0  35.0    104 
70.0  10.0  35.0    101 
75.0  10.0  35.0    102 
80.0  10.0  35.0    104 
85.0  10.0  35.0    105 
90.0  10.0  35.0    107 
 0.0  15.0  35.0     76 
 5.0  15.0  35.0     75 
10.0  15.0  35.0     78 
15.0  15.0  35.0     77 
20.0  15.0  35.0     76 
25.0  15.0  35.0     75 
30.0  15.0  35.0     73 
35.0  15.0  35.0     70 
40.0  15.0  35.0     65 
45.0  15.0  35.0     64 
50.0  15.0  35.0     64 
55.0  15.0  35.0     64 
60.0  15.0  35.0     66 
65.0  15.0  35.0     66 
70.0  15.0  35.0     67 
75.0  15.0  35.0     66 
80.0  15.0  35.0     70 
85.0  15.0  35.0     70 
90.0  15.0  35.0     75 
 0.0  20.0  35.0     72 
 5.0  20.0  35.0     73 
10.0  20.0  35.0     74 
15.0  20.0  35.0     71 
20.0  20.0  35.0     70 
25.0  20.0  35.0     69 
30.0  20.0  35.0     65 
35.0  20.0  35.0     62 
40.0  20.0  35.0     62 
45.0  20.0  35.0     63 
50.0  20.0  35.0     63 
55.0  20.0  35.0     64 
60.0  20.0  35.0     65 
65.0  20.0  35.0     65 
70.0  20.0  35.0     65 
75.0  20.0  35.0     68 
80.0  20.0  35.0     69 
85.0  20.0  35.0     72 
90.0  20.0  35.0     76 
 0.0  25.0  35.0     64 
 5.0  25.0  35.0     65 
10.0  25.0  35.0     65 
15.0  25.0  35.0     66 
20.0  25.0  35.0     62 
25.0  25.0  35.0     62 
30.0  25.0  35.0     59 
35.0  25.0  35.0     60 
40.0  25.0  35.0     60 
45.0  25.0  35.0     60 
50.0  25.0  35.0     61 
55.0  25.0  35.0     62 
60.0  25.0  35.0     64 
65.0  25.0  35.0     65 
70.0  25.0  35.0     67 
75.0  25.0  35.0     70 
80.0  25.0  35.0     73 
85.0  25.0  35.0     77 
90.0  25.0  35.0     82 
 0.0  30.0  35.0     73 
 5.0  30.0  35.0     75 
10.0  30.0  35.0     77 
15.0  30.0  35.0     72 
20.0  30.0  35.0     73 
25.0  30.0  35.0     72 
30.0  30.0  35.0     71 
35.0  30.0  35.0     70 
40.0  30.0  35.0     71 
45.0  30.0  35.0     70 
50.0  30.0  35.0     73 
55.0  30.0  35.0     73 
60.0  30.0  35.0     75 
65.0  30.0  35.0     76 
70.0  30.0  35.0     80 
75.0  30.0  35.0     84 
80.0  30.0  35.0     89 
85.0  30.0  35.0     92 
90.0  30.0  35.0     99 
 0.0  35.0  35.0     98 
 5.0  35.0  35.0     99 
10.0  35.0  35.0     97 
15.0  35.0  35.0     99 
20.0  35.0  35.0     99 
25.0  35.0  35.0     96 
30.0  35.0  35.0     99 
35.0  35.0  35.0     98 
40.0  35.0  35.0    100 
45.0  35.0  35.0    101 
50.0  35.0  35.0    102 
55.0  35.0  35.0    104 
60.0  35.0  35.0    109 
65.0  35.0  35.0    111 
70.0  35.0  35.0    116 
75.0  35.0  35.0    121 
80.0  35.0  35.0    128 
85.0  35.0  35.0    135 
90.0  35.0  35.0    139 
 0.0  40.0  35.0     91 
 5.0  40.0  35.0     90 
10.0  40.0  35.0     91 
15.0  40.0  35.0     92 
20.0  40.0  35.0     88 
25.0  40.0  35.0     92 
30.0  40.0  35.0     93 
35.0  40.0  35.0     94 
40.0  40.0  35.0     95 
45.0  40.0  35.0     99 
50.0  40.0  35.0    101 
55.0  40.0  35.0    103 
60.0  40.0  35.0    109 
65.0  40.0  35.0    110 
70.0  40.0  35.0    115 
75.0  40.0  35.0    119 
80.0  40.0  35.0    125 
85.0  40.0  35.0    130 
90.0  40.0  35.0    137 
 0.0  45.0  35.0     84 
 5.0  45.0  35.0     83 
10.0  45.0  35.0     83 
15.0  45.0  35.0     87 
20.0  45.0  35.0     87 
25.0  45.0  35.0     87 
30.0  45.0  35.0     90 
35.0  45.0  35.0     93 
40.0  45.0  35.0     91 
45.0  45.0  35.0     93 
50.0  45.0  35.0     98 
55.0  45.0  35.0    102 
60.0  45.0  35.0    107 
65.0  45.0  35.0    110 
70.0  45.0  35.0    115 
75.0  45.0  35.0    121 
80.0  45.0  35.0    125 
85.0  45.0  35.0    126 
90.0  45.0  35.0    128 
 0.0  50.0  35.0     91 
 5.0  50.0  35.0     92 
10.0  50.0  35.0     90 
15.0  50.0  35.0     93 
20.0  50.0  35.0     95 
25.0  50.0  35.0     98 
30.0  50.0  35.0     98 
35.0  50.0  35.0    103 
40.0  50.0  35.0    105 
45.0  50.0  35.0    109 
50.0  50.0  35.0    116 
55.0  50.0  35.0    119 
60.0  50.0  35.0    126 
65.0  50.0  35.0    131 
70.0  50.0  35.0    136 
75.0  50.0  35.0    140 
80.0  50.0  35.0    142 
85.0  50.0  35.0    138 
90.0  50.0  35.0    137 
 0.0  55.0  35.0     98 
 5.0  55.0  35.0     96 
10.0  55.0  35.0     99 
15.0  55.0  35.0    101 
20.0  55.0  35.0    103 
25.0  55.0  35.0    103 
30.0  55.0  35.0    107 
35.0  55.0  35.0    110 
40.0  55.0  35.0    113 
45.0  55.0  35.0    119 
50.0  55.0  35.0    131 
55.0  55.0  35.0    133 
60.0  55.0  35.0    142 
65.0  55.0  35.0    149 
70.0  55.0  35.0    153 
75.0  55.0  35.0    156 
80.0  55.0  35.0    149 
85.0  55.0  35.0    149 
90.0  55.0  35.0    139 
 0.0  60.0  35.0     73 
 5.0  60.0  35.0     73 
10.0  60.0  35.0     74 
15.0  60.0  35.0     73 
20.0  60.0  35.0     74 
25.0  60.0  35.0     75 
30.0  60.0  35.0     77 
35.0  60.0  35.0     83 
40.0  60.0  35.0     87 
45.0  60.0  35.0     93 
50.0  60.0  35.0    102 
55.0  60.0  35.0    105 
60.0  60.0  35.0    111 
65.0  60.0  35.0    115 
70.0  60.0  35.0    114 
75.0  60.0  35.0    114 
80.0  60.0  35.0    114 
85.0  60.0  35.0    105 
