phi1   phi2  phi  COD
50.0  50.0  10.0     60 
55.0  50.0  10.0     63 
60.0  50.0  10.0     61 
65.0  50.0  10.0     61 
70.0  50.0  10.0     61 
75.0  50.0  10.0     61 
80.0  50.0  10.0     59 
85.0  50.0  10.0     60 
90.0  50.0  10.0     61 
 0.0  55.0  10.0     54 
 5.0  55.0  10.0     55 
10.0  55.0  10.0     54 
15.0  55.0  10.0     55 
20.0  55.0  10.0     58 
25.0  55.0  10.0     56 
30.0  55.0  10.0     56 
35.0  55.0  10.0     57 
40.0  55.0  10.0     57 
45.0  55.0  10.0     58 
50.0  55.0  10.0     61 
55.0  55.0  10.0     60 
60.0  55.0  10.0     57 
65.0  55.0  10.0     58 
70.0  55.0  10.0     56 
75.0  55.0  10.0     56 
80.0  55.0  10.0     56 
85.0  55.0  10.0     57 
90.0  55.0  10.0     60 
 0.0  60.0  10.0     54 
 5.0  60.0  10.0     54 
10.0  60.0  10.0     55 
15.0  60.0  10.0     57 
20.0  60.0  10.0     55 
25.0  60.0  10.0     55 
30.0  60.0  10.0     56 
35.0  60.0  10.0     57 
40.0  60.0  10.0     58 
45.0  60.0  10.0     61 
50.0  60.0  10.0     60 
55.0  60.0  10.0     59 
60.0  60.0  10.0     58 
65.0  60.0  10.0     57 
70.0  60.0  10.0     56 
75.0  60.0  10.0     57 
80.0  60.0  10.0     57 
85.0  60.0  10.0     60 
90.0  60.0  10.0     57 
 0.0  65.0  10.0     54 
 5.0  65.0  10.0     54 
10.0  65.0  10.0     57 
15.0  65.0  10.0     55 
20.0  65.0  10.0     55 
25.0  65.0  10.0     56 
30.0  65.0  10.0     57 
35.0  65.0  10.0     58 
40.0  65.0  10.0     61 
45.0  65.0  10.0     59 
50.0  65.0  10.0     59 
55.0  65.0  10.0     58 
60.0  65.0  10.0     56 
65.0  65.0  10.0     57 
70.0  65.0  10.0     57 
75.0  65.0  10.0     58 
80.0  65.0  10.0     59 
85.0  65.0  10.0     57 
90.0  65.0  10.0     59 
 0.0  70.0  10.0     55 
 5.0  70.0  10.0     57 
10.0  70.0  10.0     55 
15.0  70.0  10.0     55 
20.0  70.0  10.0     56 
25.0  70.0  10.0     56 
30.0  70.0  10.0     58 
35.0  70.0  10.0     61 
40.0  70.0  10.0     59 
45.0  70.0  10.0     58 
50.0  70.0  10.0     58 
55.0  70.0  10.0     57 
60.0  70.0  10.0     56 
65.0  70.0  10.0     57 
70.0  70.0  10.0     58 
75.0  70.0  10.0     60 
80.0  70.0  10.0     57 
85.0  70.0  10.0     59 
90.0  70.0  10.0     59 
 0.0  75.0  10.0     58 
 5.0  75.0  10.0     57 
10.0  75.0  10.0     56 
15.0  75.0  10.0     59 
20.0  75.0  10.0     58 
25.0  75.0  10.0     60 
30.0  75.0  10.0     63 
35.0  75.0  10.0     60 
40.0  75.0  10.0     59 
45.0  75.0  10.0     57 
50.0  75.0  10.0     57 
55.0  75.0  10.0     58 
60.0  75.0  10.0     56 
65.0  75.0  10.0     58 
70.0  75.0  10.0     57 
75.0  75.0  10.0     56 
80.0  75.0  10.0     56 
85.0  75.0  10.0     58 
90.0  75.0  10.0     56 
 0.0  80.0  10.0     58 
 5.0  80.0  10.0     56 
10.0  80.0  10.0     60 
15.0  80.0  10.0     56 
20.0  80.0  10.0     60 
25.0  80.0  10.0     62 
30.0  80.0  10.0     59 
35.0  80.0  10.0     58 
40.0  80.0  10.0     56 
45.0  80.0  10.0     56 
50.0  80.0  10.0     56 
55.0  80.0  10.0     56 
60.0  80.0  10.0     58 
65.0  80.0  10.0     57 
70.0  80.0  10.0     56 
75.0  80.0  10.0     58 
80.0  80.0  10.0     57 
85.0  80.0  10.0     56 
90.0  80.0  10.0     53 
 0.0  85.0  10.0     54 
 5.0  85.0  10.0     57 
10.0  85.0  10.0     53 
15.0  85.0  10.0     55 
20.0  85.0  10.0     58 
25.0  85.0  10.0     56 
30.0  85.0  10.0     56 
35.0  85.0  10.0     55 
40.0  85.0  10.0     56 
45.0  85.0  10.0     56 
50.0  85.0  10.0     56 
55.0  85.0  10.0     59 
60.0  85.0  10.0     57 
65.0  85.0  10.0     57 
70.0  85.0  10.0     58 
75.0  85.0  10.0     59 
80.0  85.0  10.0     56 
85.0  85.0  10.0     55 
90.0  85.0  10.0     54 
 0.0  90.0  10.0     86 
 5.0  90.0  10.0     81 
10.0  90.0  10.0     85 
15.0  90.0  10.0     85 
20.0  90.0  10.0     82 
25.0  90.0  10.0     78 
30.0  90.0  10.0     76 
35.0  90.0  10.0     75 
40.0  90.0  10.0     72 
45.0  90.0  10.0     71 
50.0  90.0  10.0     78 
55.0  90.0  10.0     78 
60.0  90.0  10.0     79 
65.0  90.0  10.0     84 
70.0  90.0  10.0     87 
75.0  90.0  10.0     85 
80.0  90.0  10.0     83 
85.0  90.0  10.0     84 
90.0  90.0  10.0     86 
 0.0   0.0  15.0     51 
 5.0   0.0  15.0     50 
10.0   0.0  15.0     52 
15.0   0.0  15.0     53 
20.0   0.0  15.0     53 
25.0   0.0  15.0     55 
30.0   0.0  15.0     55 
35.0   0.0  15.0     58 
40.0   0.0  15.0     61 
45.0   0.0  15.0     63 
50.0   0.0  15.0     60 
55.0   0.0  15.0     59 
60.0   0.0  15.0     56 
65.0   0.0  15.0     57 
70.0   0.0  15.0     55 
75.0   0.0  15.0     53 
80.0   0.0  15.0     50 
85.0   0.0  15.0     52 
90.0   0.0  15.0     51 
 0.0   5.0  15.0     51 
 5.0   5.0  15.0     52 
10.0   5.0  15.0     53 
15.0   5.0  15.0     53 
20.0   5.0  15.0     55 
25.0   5.0  15.0     54 
30.0   5.0  15.0     57 
35.0   5.0  15.0     61 
40.0   5.0  15.0     62 
45.0   5.0  15.0     59 
50.0   5.0  15.0     57 
55.0   5.0  15.0     55 
60.0   5.0  15.0     55 
65.0   5.0  15.0     53 
70.0   5.0  15.0     51 
75.0   5.0  15.0     49 
80.0   5.0  15.0     49 
85.0   5.0  15.0     50 
90.0   5.0  15.0     50 
 0.0  10.0  15.0     51 
 5.0  10.0  15.0     52 
10.0  10.0  15.0     53 
15.0  10.0  15.0     54 
20.0  10.0  15.0     54 
25.0  10.0  15.0     55 
30.0  10.0  15.0     59 
35.0  10.0  15.0     62 
40.0  10.0  15.0     58 
45.0  10.0  15.0     56 
50.0  10.0  15.0     54 
55.0  10.0  15.0     56 
60.0  10.0  15.0     52 
65.0  10.0  15.0     50 
70.0  10.0  15.0     49 
75.0  10.0  15.0     50 
80.0  10.0  15.0     49 
85.0  10.0  15.0     50 
90.0  10.0  15.0     51 
 0.0  15.0  15.0     89 
 5.0  15.0  15.0     87 
10.0  15.0  15.0     86 
15.0  15.0  15.0     85 
20.0  15.0  15.0     83 
25.0  15.0  15.0     84 
30.0  15.0  15.0     83 
35.0  15.0  15.0     84 
40.0  15.0  15.0     82 
45.0  15.0  15.0     81 
50.0  15.0  15.0     85 
55.0  15.0  15.0     85 
60.0  15.0  15.0     83 
65.0  15.0  15.0     82 
70.0  15.0  15.0     87 
75.0  15.0  15.0     88 
80.0  15.0  15.0     88 
85.0  15.0  15.0     90 
90.0  15.0  15.0     92 
 0.0  20.0  15.0     83 
 5.0  20.0  15.0     81 
10.0  20.0  15.0     80 
15.0  20.0  15.0     79 
20.0  20.0  15.0     81 
25.0  20.0  15.0     80 
30.0  20.0  15.0     80 
35.0  20.0  15.0     81 
40.0  20.0  15.0     82 
45.0  20.0  15.0     81 
50.0  20.0  15.0     84 
55.0  20.0  15.0     84 
60.0  20.0  15.0     81 
65.0  20.0  15.0     86 
70.0  20.0  15.0     90 
75.0  20.0  15.0     89 
80.0  20.0  15.0     90 
85.0  20.0  15.0     91 
90.0  20.0  15.0     92 
 0.0  25.0  15.0     83 
 5.0  25.0  15.0     80 
10.0  25.0  15.0     79 
15.0  25.0  15.0     82 
20.0  25.0  15.0     82 
25.0  25.0  15.0     80 
30.0  25.0  15.0     80 
35.0  25.0  15.0     82 
40.0  25.0  15.0     81 
45.0  25.0  15.0     81 
50.0  25.0  15.0     82 
55.0  25.0  15.0     81 
60.0  25.0  15.0     83 
65.0  25.0  15.0     87 
70.0  25.0  15.0     87 
75.0  25.0  15.0     90 
80.0  25.0  15.0     89 
85.0  25.0  15.0     92 
90.0  25.0  15.0     94 
 0.0  30.0  15.0     82 
 5.0  30.0  15.0     80 
10.0  30.0  15.0     85 
15.0  30.0  15.0     83 
20.0  30.0  15.0     82 
25.0  30.0  15.0     83 
30.0  30.0  15.0     82 
35.0  30.0  15.0     82 
40.0  30.0  15.0     84 
45.0  30.0  15.0     83 
50.0  30.0  15.0     83 
55.0  30.0  15.0     85 
60.0  30.0  15.0     90 
65.0  30.0  15.0     87 
70.0  30.0  15.0     90 
75.0  30.0  15.0     93 
80.0  30.0  15.0     93 
85.0  30.0  15.0     96 
90.0  30.0  15.0     98 
 0.0  35.0  15.0     45 
 5.0  35.0  15.0     47 
10.0  35.0  15.0     46 
15.0  35.0  15.0     47 
20.0  35.0  15.0     47 
25.0  35.0  15.0     47 
30.0  35.0  15.0     48 
35.0  35.0  15.0     51 
40.0  35.0  15.0     52 
45.0  35.0  15.0     51 
50.0  35.0  15.0     50 
55.0  35.0  15.0     54 
60.0  35.0  15.0     51 
65.0  35.0  15.0     55 
70.0  35.0  15.0     58 
75.0  35.0  15.0     56 
80.0  35.0  15.0     55 
85.0  35.0  15.0     55 
90.0  35.0  15.0     53 
 0.0  40.0  15.0     44 
 5.0  40.0  15.0     42 
10.0  40.0  15.0     44 
15.0  40.0  15.0     44 
20.0  40.0  15.0     43 
25.0  40.0  15.0     45 
30.0  40.0  15.0     47 
35.0  40.0  15.0     48 
40.0  40.0  15.0     47 
45.0  40.0  15.0     46 
50.0  40.0  15.0     50 
55.0  40.0  15.0     49 
60.0  40.0  15.0     52 
65.0  40.0  15.0     55 
70.0  40.0  15.0     54 
75.0  40.0  15.0     54 
80.0  40.0  15.0     50 
85.0  40.0  15.0     50 
90.0  40.0  15.0     51 
 0.0  45.0  15.0     42 
 5.0  45.0  15.0     44 
10.0  45.0  15.0     44 
15.0  45.0  15.0     43 
20.0  45.0  15.0     45 
25.0  45.0  15.0     47 
30.0  45.0  15.0     47 
35.0  45.0  15.0     46 
40.0  45.0  15.0     46 
45.0  45.0  15.0     49 
50.0  45.0  15.0     49 
55.0  45.0  15.0     51 
60.0  45.0  15.0     55 
65.0  45.0  15.0     54 
70.0  45.0  15.0     54 
75.0  45.0  15.0     51 
80.0  45.0  15.0     50 
85.0  45.0  15.0     52 
90.0  45.0  15.0     50 
 0.0  50.0  15.0     44 
 5.0  50.0  15.0     43 
10.0  50.0  15.0     43 
15.0  50.0  15.0     44 
20.0  50.0  15.0     47 
25.0  50.0  15.0     47 
30.0  50.0  15.0     45 
35.0  50.0  15.0     46 
40.0  50.0  15.0     48 
45.0  50.0  15.0     49 
50.0  50.0  15.0     51 
55.0  50.0  15.0     54 
60.0  50.0  15.0     53 
65.0  50.0  15.0     53 
70.0  50.0  15.0     51 
75.0  50.0  15.0     51 
80.0  50.0  15.0     50 
85.0  50.0  15.0     49 
90.0  50.0  15.0     51 
 0.0  55.0  15.0     45 
 5.0  55.0  15.0     46 
10.0  55.0  15.0     48 
15.0  55.0  15.0     49 
20.0  55.0  15.0     50 
25.0  55.0  15.0     48 
30.0  55.0  15.0     47 
35.0  55.0  15.0     51 
40.0  55.0  15.0     50 
45.0  55.0  15.0     54 
50.0  55.0  15.0     58 
55.0  55.0  15.0     56 
60.0  55.0  15.0     56 
65.0  55.0  15.0     53 
70.0  55.0  15.0     53 
75.0  55.0  15.0     52 
80.0  55.0  15.0     52 
85.0  55.0  15.0     53 
90.0  55.0  15.0     53 
 0.0  60.0  15.0     82 
 5.0  60.0  15.0     84 
10.0  60.0  15.0     87 
15.0  60.0  15.0     90 
20.0  60.0  15.0     90 
25.0  60.0  15.0     92 
30.0  60.0  15.0     97 
35.0  60.0  15.0    100 
40.0  60.0  15.0    101 
45.0  60.0  15.0    103 
50.0  60.0  15.0     99 
55.0  60.0  15.0    100 
60.0  60.0  15.0     96 
65.0  60.0  15.0     95 
70.0  60.0  15.0     94 
75.0  60.0  15.0     96 
80.0  60.0  15.0     94 
85.0  60.0  15.0     95 
90.0  60.0  15.0     98 
 0.0  65.0  15.0     83 
 5.0  65.0  15.0     86 
10.0  65.0  15.0     90 
15.0  65.0  15.0     90 
20.0  65.0  15.0     94 
25.0  65.0  15.0     96 
30.0  65.0  15.0     98 
35.0  65.0  15.0    100 
40.0  65.0  15.0    102 
45.0  65.0  15.0     98 
50.0  65.0  15.0    100 
55.0  65.0  15.0     95 
60.0  65.0  15.0     94 
65.0  65.0  15.0     93 
70.0  65.0  15.0     94 
75.0  65.0  15.0     93 
80.0  65.0  15.0     92 
85.0  65.0  15.0     94 
90.0  65.0  15.0     94 
 0.0  70.0  15.0     83 
 5.0  70.0  15.0     86 
10.0  70.0  15.0     86 
15.0  70.0  15.0     89 
20.0  70.0  15.0     92 
25.0  70.0  15.0     91 
30.0  70.0  15.0     93 
35.0  70.0  15.0     95 
40.0  70.0  15.0     91 
45.0  70.0  15.0     93 
50.0  70.0  15.0     90 
55.0  70.0  15.0     90 
60.0  70.0  15.0     89 
65.0  70.0  15.0     90 
70.0  70.0  15.0     90 
75.0  70.0  15.0     92 
80.0  70.0  15.0     92 
85.0  70.0  15.0     94 
90.0  70.0  15.0     92 
 0.0  75.0  15.0     89 
 5.0  75.0  15.0     89 
10.0  75.0  15.0     93 
15.0  75.0  15.0     95 
20.0  75.0  15.0     95 
25.0  75.0  15.0     96 
30.0  75.0  15.0     97 
35.0  75.0  15.0     94 
40.0  75.0  15.0     92 
45.0  75.0  15.0     89 
50.0  75.0  15.0     89 
55.0  75.0  15.0     88 
60.0  75.0  15.0     88 
65.0  75.0  15.0     86 
70.0  75.0  15.0     90 
75.0  75.0  15.0     89 
80.0  75.0  15.0     92 
85.0  75.0  15.0     91 
90.0  75.0  15.0     92 
 0.0  80.0  15.0     51 
 5.0  80.0  15.0     51 
10.0  80.0  15.0     53 
15.0  80.0  15.0     53 
20.0  80.0  15.0     55 
25.0  80.0  15.0     57 
30.0  80.0  15.0     57 
35.0  80.0  15.0     59 
40.0  80.0  15.0     59 
45.0  80.0  15.0     60 
50.0  80.0  15.0     63 
55.0  80.0  15.0     65 
60.0  80.0  15.0     61 
65.0  80.0  15.0     59 
70.0  80.0  15.0     57 
75.0  80.0  15.0     58 
80.0  80.0  15.0     55 
85.0  80.0  15.0     53 
90.0  80.0  15.0     51 
 0.0  85.0  15.0     51 
 5.0  85.0  15.0     53 
10.0  85.0  15.0     53 
15.0  85.0  15.0     55 
20.0  85.0  15.0     57 
25.0  85.0  15.0     56 
30.0  85.0  15.0     58 
35.0  85.0  15.0     58 
40.0  85.0  15.0     59 
45.0  85.0  15.0     61 
50.0  85.0  15.0     64 
55.0  85.0  15.0     61 
60.0  85.0  15.0     59 
65.0  85.0  15.0     56 
70.0  85.0  15.0     58 
75.0  85.0  15.0     56 
80.0  85.0  15.0     52 
85.0  85.0  15.0     50 
90.0  85.0  15.0     50 
 0.0  90.0  15.0     51 
 5.0  90.0  15.0     50 
10.0  90.0  15.0     52 
15.0  90.0  15.0     53 
20.0  90.0  15.0     53 
25.0  90.0  15.0     55 
30.0  90.0  15.0     55 
35.0  90.0  15.0     58 
40.0  90.0  15.0     61 
45.0  90.0  15.0     63 
50.0  90.0  15.0     60 
55.0  90.0  15.0     59 
60.0  90.0  15.0     56 
65.0  90.0  15.0     57 
70.0  90.0  15.0     55 
75.0  90.0  15.0     53 
80.0  90.0  15.0     50 
85.0  90.0  15.0     52 
90.0  90.0  15.0     51 
 0.0   0.0  20.0     93 
 5.0   0.0  20.0     92 
10.0   0.0  20.0     90 
15.0   0.0  20.0     90 
20.0   0.0  20.0     91 
25.0   0.0  20.0     90 
30.0   0.0  20.0     91 
35.0   0.0  20.0     92 
40.0   0.0  20.0     93 
45.0   0.0  20.0     93 
50.0   0.0  20.0     92 
55.0   0.0  20.0     90 
60.0   0.0  20.0     87 
65.0   0.0  20.0     85 
70.0   0.0  20.0     85 
75.0   0.0  20.0     87 
80.0   0.0  20.0     86 
85.0   0.0  20.0     86 
90.0   0.0  20.0     90 
 0.0   5.0  20.0     88 
 5.0   5.0  20.0     86 
10.0   5.0  20.0     83 
15.0   5.0  20.0     84 
20.0   5.0  20.0     82 
25.0   5.0  20.0     87 
30.0   5.0  20.0     86 
35.0   5.0  20.0     91 
40.0   5.0  20.0     91 
45.0   5.0  20.0     90 
50.0   5.0  20.0     88 
55.0   5.0  20.0     87 
60.0   5.0  20.0     85 
65.0   5.0  20.0     83 
70.0   5.0  20.0     87 
75.0   5.0  20.0     87 
80.0   5.0  20.0     86 
85.0   5.0  20.0     92 
90.0   5.0  20.0     89 
 0.0  10.0  20.0     70 
 5.0  10.0  20.0     70 
10.0  10.0  20.0     70 
15.0  10.0  20.0     70 
20.0  10.0  20.0     72 
25.0  10.0  20.0     73 
30.0  10.0  20.0     79 
35.0  10.0  20.0     79 
40.0  10.0  20.0     78 
45.0  10.0  20.0     74 
50.0  10.0  20.0     72 
55.0  10.0  20.0     72 
60.0  10.0  20.0     69 
65.0  10.0  20.0     69 
70.0  10.0  20.0     69 
75.0  10.0  20.0     70 
80.0  10.0  20.0     73 
85.0  10.0  20.0     71 
90.0  10.0  20.0     74 
 0.0  15.0  20.0     70 
 5.0  15.0  20.0     69 
10.0  15.0  20.0     70 
15.0  15.0  20.0     70 
20.0  15.0  20.0     73 
25.0  15.0  20.0     77 
30.0  15.0  20.0     78 
35.0  15.0  20.0     76 
40.0  15.0  20.0     72 
45.0  15.0  20.0     70 
50.0  15.0  20.0     68 
55.0  15.0  20.0     68 
60.0  15.0  20.0     66 
65.0  15.0  20.0     66 
70.0  15.0  20.0     67 
75.0  15.0  20.0     71 
80.0  15.0  20.0     70 
85.0  15.0  20.0     75 
90.0  15.0  20.0     78 
 0.0  20.0  20.0     74 
 5.0  20.0  20.0     75 
10.0  20.0  20.0     73 
15.0  20.0  20.0     76 
20.0  20.0  20.0     76 
25.0  20.0  20.0     80 
30.0  20.0  20.0     77 
35.0  20.0  20.0     76 
40.0  20.0  20.0     76 
45.0  20.0  20.0     73 
50.0  20.0  20.0     72 
55.0  20.0  20.0     72 
60.0  20.0  20.0     73 
65.0  20.0  20.0     74 
70.0  20.0  20.0     77 
75.0  20.0  20.0     80 
80.0  20.0  20.0     83 
85.0  20.0  20.0     88 
90.0  20.0  20.0     92 
 0.0  25.0  20.0     67 
 5.0  25.0  20.0     65 
10.0  25.0  20.0     66 
15.0  25.0  20.0     65 
20.0  25.0  20.0     65 
25.0  25.0  20.0     65 
30.0  25.0  20.0     66 
35.0  25.0  20.0     68 
40.0  25.0  20.0     68 
45.0  25.0  20.0     68 
50.0  25.0  20.0     72 
55.0  25.0  20.0     72 
60.0  25.0  20.0     71 
65.0  25.0  20.0     75 
70.0  25.0  20.0     77 
75.0  25.0  20.0     81 
80.0  25.0  20.0     85 
85.0  25.0  20.0     86 
90.0  25.0  20.0     85 
 0.0  30.0  20.0     55 
 5.0  30.0  20.0     57 
10.0  30.0  20.0     56 
15.0  30.0  20.0     56 
20.0  30.0  20.0     55 
25.0  30.0  20.0     57 
30.0  30.0  20.0     60 
35.0  30.0  20.0     61 
40.0  30.0  20.0     61 
45.0  30.0  20.0     63 
50.0  30.0  20.0     63 
55.0  30.0  20.0     64 
60.0  30.0  20.0     66 
65.0  30.0  20.0     69 
70.0  30.0  20.0     71 
75.0  30.0  20.0     76 
80.0  30.0  20.0     76 
85.0  30.0  20.0     77 
90.0  30.0  20.0     76 
 0.0  35.0  20.0     57 
 5.0  35.0  20.0     57 
10.0  35.0  20.0     56 
15.0  35.0  20.0     56 
20.0  35.0  20.0     56 
25.0  35.0  20.0     57 
30.0  35.0  20.0     59 
35.0  35.0  20.0     60 
40.0  35.0  20.0     64 
45.0  35.0  20.0     61 
50.0  35.0  20.0     63 
55.0  35.0  20.0     68 
60.0  35.0  20.0     69 
65.0  35.0  20.0     75 
70.0  35.0  20.0     81 
75.0  35.0  20.0     84 
80.0  35.0  20.0     81 
85.0  35.0  20.0     83 
90.0  35.0  20.0     82 
 0.0  40.0  20.0     69 
 5.0  40.0  20.0     70 
10.0  40.0  20.0     70 
15.0  40.0  20.0     70 
20.0  40.0  20.0     70 
25.0  40.0  20.0     73 
30.0  40.0  20.0     74 
35.0  40.0  20.0     77 
40.0  40.0  20.0     75 
45.0  40.0  20.0     78 
50.0  40.0  20.0     83 
55.0  40.0  20.0     86 
60.0  40.0  20.0     91 
65.0  40.0  20.0     96 
70.0  40.0  20.0    100 
75.0  40.0  20.0    101 
80.0  40.0  20.0    101 
85.0  40.0  20.0    102 
90.0  40.0  20.0    101 
 0.0  45.0  20.0     71 
 5.0  45.0  20.0     71 
10.0  45.0  20.0     71 
15.0  45.0  20.0     72 
20.0  45.0  20.0     73 
25.0  45.0  20.0     75 
30.0  45.0  20.0     78 
35.0  45.0  20.0     77 
40.0  45.0  20.0     79 
45.0  45.0  20.0     82 
50.0  45.0  20.0     88 
55.0  45.0  20.0     91 
60.0  45.0  20.0     95 
65.0  45.0  20.0    101 
70.0  45.0  20.0    100 
75.0  45.0  20.0    102 
80.0  45.0  20.0    102 
85.0  45.0  20.0    100 
90.0  45.0  20.0    102 
 0.0  50.0  20.0     69 
 5.0  50.0  20.0     70 
10.0  50.0  20.0     70 
15.0  50.0  20.0     72 
20.0  50.0  20.0     73 
25.0  50.0  20.0     77 
30.0  50.0  20.0     77 
35.0  50.0  20.0     78 
40.0  50.0  20.0     82 
45.0  50.0  20.0     86 
50.0  50.0  20.0     90 
55.0  50.0  20.0     94 
60.0  50.0  20.0     98 
65.0  50.0  20.0     98 
70.0  50.0  20.0    100 
75.0  50.0  20.0    102 
80.0  50.0  20.0     98 
85.0  50.0  20.0    101 
90.0  50.0  20.0    101 
 0.0  55.0  20.0     57 
 5.0  55.0  20.0     58 
10.0  55.0  20.0     60 
15.0  55.0  20.0     62 
20.0  55.0  20.0     64 
25.0  55.0  20.0     66 
30.0  55.0  20.0     65 
35.0  55.0  20.0     69 
40.0  55.0  20.0     72 
45.0  55.0  20.0     75 
50.0  55.0  20.0     79 
55.0  55.0  20.0     82 
60.0  55.0  20.0     80 
65.0  55.0  20.0     81 
70.0  55.0  20.0     82 
75.0  55.0  20.0     81 
80.0  55.0  20.0     80 
85.0  55.0  20.0     80 
90.0  55.0  20.0     82 
 0.0  60.0  20.0     55 
 5.0  60.0  20.0     59 
10.0  60.0  20.0     60 
15.0  60.0  20.0     62 
20.0  60.0  20.0     62 
25.0  60.0  20.0     63 
30.0  60.0  20.0     67 
35.0  60.0  20.0     68 
40.0  60.0  20.0     73 
45.0  60.0  20.0     74 
50.0  60.0  20.0     80 
55.0  60.0  20.0     81 
60.0  60.0  20.0     77 
65.0  60.0  20.0     77 
70.0  60.0  20.0     78 
75.0  60.0  20.0     79 
80.0  60.0  20.0     76 
85.0  60.0  20.0     76 
90.0  60.0  20.0     76 
 0.0  65.0  20.0     67 
 5.0  65.0  20.0     69 
10.0  65.0  20.0     68 
15.0  65.0  20.0     70 
20.0  65.0  20.0     69 
25.0  65.0  20.0     75 
30.0  65.0  20.0     76 
35.0  65.0  20.0     81 
40.0  65.0  20.0     82 
45.0  65.0  20.0     89 
50.0  65.0  20.0     90 
55.0  65.0  20.0     88 
60.0  65.0  20.0     87 
65.0  65.0  20.0     89 
70.0  65.0  20.0     91 
75.0  65.0  20.0     88 
80.0  65.0  20.0     85 
85.0  65.0  20.0     85 
90.0  65.0  20.0     85 
 0.0  70.0  20.0     74 
 5.0  70.0  20.0     76 
10.0  70.0  20.0     78 
15.0  70.0  20.0     79 
20.0  70.0  20.0     85 
25.0  70.0  20.0     86 
30.0  70.0  20.0     91 
35.0  70.0  20.0     91 
40.0  70.0  20.0    100 
45.0  70.0  20.0    100 
50.0  70.0  20.0    102 
55.0  70.0  20.0    104 
60.0  70.0  20.0    107 
65.0  70.0  20.0    116 
70.0  70.0  20.0    107 
75.0  70.0  20.0    105 
80.0  70.0  20.0     98 
85.0  70.0  20.0     95 
90.0  70.0  20.0     92 
 0.0  75.0  20.0     70 
 5.0  75.0  20.0     72 
10.0  75.0  20.0     73 
15.0  75.0  20.0     79 
20.0  75.0  20.0     79 
25.0  75.0  20.0     81 
30.0  75.0  20.0     82 
35.0  75.0  20.0     87 
40.0  75.0  20.0     88 
45.0  75.0  20.0     88 
50.0  75.0  20.0     91 
55.0  75.0  20.0     94 
60.0  75.0  20.0     99 
65.0  75.0  20.0     93 
70.0  75.0  20.0     89 
75.0  75.0  20.0     85 
80.0  75.0  20.0     82 
85.0  75.0  20.0     79 
90.0  75.0  20.0     78 
 0.0  80.0  20.0     70 
 5.0  80.0  20.0     72 
10.0  80.0  20.0     75 
15.0  80.0  20.0     75 
20.0  80.0  20.0     75 
25.0  80.0  20.0     77 
30.0  80.0  20.0     80 
35.0  80.0  20.0     82 
40.0  80.0  20.0     82 
45.0  80.0  20.0     82 
50.0  80.0  20.0     89 
55.0  80.0  20.0     91 
60.0  80.0  20.0     87 
65.0  80.0  20.0     85 
70.0  80.0  20.0     81 
75.0  80.0  20.0     79 
80.0  80.0  20.0     76 
85.0  80.0  20.0     77 
90.0  80.0  20.0     74 
 0.0  85.0  20.0     88 
 5.0  85.0  20.0     92 
10.0  85.0  20.0     92 
15.0  85.0  20.0     90 
20.0  85.0  20.0     91 
25.0  85.0  20.0     95 
30.0  85.0  20.0     94 
35.0  85.0  20.0     94 
40.0  85.0  20.0     94 
45.0  85.0  20.0     98 
50.0  85.0  20.0     96 
55.0  85.0  20.0     98 
60.0  85.0  20.0     94 
65.0  85.0  20.0     93 
70.0  85.0  20.0     89 
75.0  85.0  20.0     89 
80.0  85.0  20.0     91 
85.0  85.0  20.0     89 
90.0  85.0  20.0     89 
 0.0  90.0  20.0     93 
 5.0  90.0  20.0     92 
10.0  90.0  20.0     90 
15.0  90.0  20.0     90 
20.0  90.0  20.0     91 
25.0  90.0  20.0     90 
30.0  90.0  20.0     91 
35.0  90.0  20.0     92 
40.0  90.0  20.0     93 
45.0  90.0  20.0     93 
50.0  90.0  20.0     92 
55.0  90.0  20.0     90 
60.0  90.0  20.0     87 
65.0  90.0  20.0     85 
70.0  90.0  20.0     85 
75.0  90.0  20.0     87 
80.0  90.0  20.0     86 
85.0  90.0  20.0     86 
90.0  90.0  20.0     90 
 0.0   0.0  25.0    101 
 5.0   0.0  25.0    103 
10.0   0.0  25.0    103 
15.0   0.0  25.0    103 
20.0   0.0  25.0    106 
25.0   0.0  25.0    108 
30.0   0.0  25.0    110 
35.0   0.0  25.0    115 
40.0   0.0  25.0    115 
45.0   0.0  25.0    114 
50.0   0.0  25.0    110 
55.0   0.0  25.0    110 
60.0   0.0  25.0    103 
65.0   0.0  25.0    100 
70.0   0.0  25.0     98 
75.0   0.0  25.0     99 
80.0   0.0  25.0    100 
85.0   0.0  25.0    101 
90.0   0.0  25.0    101 
 0.0   5.0  25.0    115 
 5.0   5.0  25.0    113 
10.0   5.0  25.0    114 
15.0   5.0  25.0    115 
20.0   5.0  25.0    114 
25.0   5.0  25.0    119 
30.0   5.0  25.0    120 
35.0   5.0  25.0    120 
40.0   5.0  25.0    116 
45.0   5.0  25.0    112 
50.0   5.0  25.0    110 
55.0   5.0  25.0    109 
60.0   5.0  25.0    106 
65.0   5.0  25.0    103 
70.0   5.0  25.0    108 
75.0   5.0  25.0    109 
80.0   5.0  25.0    113 
85.0   5.0  25.0    111 
90.0   5.0  25.0    112 
 0.0  10.0  25.0    113 
 5.0  10.0  25.0    109 
10.0  10.0  25.0    106 
15.0  10.0  25.0    106 
