phi1   phi2  phi  COD
55.0  50.0  10.0     81 
60.0  50.0  10.0     80 
65.0  50.0  10.0     79 
70.0  50.0  10.0     86 
75.0  50.0  10.0     86 
80.0  50.0  10.0     90 
85.0  50.0  10.0     89 
90.0  50.0  10.0     88 
 0.0  55.0  10.0    124 
 5.0  55.0  10.0    115 
10.0  55.0  10.0    106 
15.0  55.0  10.0    100 
20.0  55.0  10.0     93 
25.0  55.0  10.0     94 
30.0  55.0  10.0     90 
35.0  55.0  10.0     89 
40.0  55.0  10.0     88 
45.0  55.0  10.0     87 
50.0  55.0  10.0     83 
55.0  55.0  10.0     82 
60.0  55.0  10.0     81 
65.0  55.0  10.0     87 
70.0  55.0  10.0     87 
75.0  55.0  10.0     90 
80.0  55.0  10.0     90 
85.0  55.0  10.0     88 
90.0  55.0  10.0     87 
 0.0  60.0  10.0    119 
 5.0  60.0  10.0    108 
10.0  60.0  10.0    103 
15.0  60.0  10.0     97 
20.0  60.0  10.0     97 
25.0  60.0  10.0     93 
30.0  60.0  10.0     92 
35.0  60.0  10.0     88 
40.0  60.0  10.0     90 
45.0  60.0  10.0     85 
50.0  60.0  10.0     84 
55.0  60.0  10.0     83 
60.0  60.0  10.0     86 
65.0  60.0  10.0     88 
70.0  60.0  10.0     90 
75.0  60.0  10.0     88 
80.0  60.0  10.0     89 
85.0  60.0  10.0     86 
90.0  60.0  10.0     87 
 0.0  65.0  10.0    110 
 5.0  65.0  10.0    104 
10.0  65.0  10.0     99 
15.0  65.0  10.0     99 
20.0  65.0  10.0     95 
25.0  65.0  10.0     95 
30.0  65.0  10.0     92 
35.0  65.0  10.0     92 
40.0  65.0  10.0     87 
45.0  65.0  10.0     86 
50.0  65.0  10.0     85 
55.0  65.0  10.0     87 
60.0  65.0  10.0     88 
65.0  65.0  10.0     91 
70.0  65.0  10.0     89 
75.0  65.0  10.0     89 
80.0  65.0  10.0     87 
85.0  65.0  10.0     86 
90.0  65.0  10.0     82 
 0.0  70.0  10.0    105 
 5.0  70.0  10.0    100 
10.0  70.0  10.0    100 
15.0  70.0  10.0     97 
20.0  70.0  10.0     97 
25.0  70.0  10.0     94 
30.0  70.0  10.0     95 
35.0  70.0  10.0     89 
40.0  70.0  10.0     88 
45.0  70.0  10.0     87 
50.0  70.0  10.0     90 
55.0  70.0  10.0     90 
60.0  70.0  10.0     92 
65.0  70.0  10.0     90 
70.0  70.0  10.0     89 
75.0  70.0  10.0     87 
80.0  70.0  10.0     88 
85.0  70.0  10.0     81 
90.0  70.0  10.0     81 
 0.0  75.0  10.0     97 
 5.0  75.0  10.0     94 
10.0  75.0  10.0     93 
15.0  75.0  10.0     91 
20.0  75.0  10.0     90 
25.0  75.0  10.0     88 
30.0  75.0  10.0     86 
35.0  75.0  10.0     83 
40.0  75.0  10.0     84 
45.0  75.0  10.0     85 
50.0  75.0  10.0     90 
55.0  75.0  10.0     91 
60.0  75.0  10.0     91 
65.0  75.0  10.0     89 
70.0  75.0  10.0     90 
75.0  75.0  10.0     88 
80.0  75.0  10.0     85 
85.0  75.0  10.0     83 
90.0  75.0  10.0     79 
 0.0  80.0  10.0     96 
 5.0  80.0  10.0     94 
10.0  80.0  10.0     92 
15.0  80.0  10.0     92 
20.0  80.0  10.0     90 
25.0  80.0  10.0     88 
30.0  80.0  10.0     87 
35.0  80.0  10.0     86 
40.0  80.0  10.0     89 
45.0  80.0  10.0     94 
50.0  80.0  10.0     95 
55.0  80.0  10.0     95 
60.0  80.0  10.0     92 
65.0  80.0  10.0     93 
70.0  80.0  10.0     89 
75.0  80.0  10.0     87 
80.0  80.0  10.0     84 
85.0  80.0  10.0     79 
90.0  80.0  10.0     77 
 0.0  85.0  10.0     96 
 5.0  85.0  10.0     94 
10.0  85.0  10.0     95 
15.0  85.0  10.0     93 
20.0  85.0  10.0     91 
25.0  85.0  10.0     90 
30.0  85.0  10.0     90 
35.0  85.0  10.0     94 
40.0  85.0  10.0     98 
45.0  85.0  10.0    101 
50.0  85.0  10.0    101 
55.0  85.0  10.0     97 
60.0  85.0  10.0     97 
65.0  85.0  10.0     93 
70.0  85.0  10.0     89 
75.0  85.0  10.0     84 
80.0  85.0  10.0     81 
85.0  85.0  10.0     78 
90.0  85.0  10.0     80 
 0.0  90.0  10.0    115 
 5.0  90.0  10.0    114 
10.0  90.0  10.0    112 
15.0  90.0  10.0    110 
20.0  90.0  10.0    107 
25.0  90.0  10.0    104 
30.0  90.0  10.0    108 
35.0  90.0  10.0    110 
40.0  90.0  10.0    113 
45.0  90.0  10.0    112 
50.0  90.0  10.0    109 
55.0  90.0  10.0    109 
60.0  90.0  10.0    103 
65.0  90.0  10.0    102 
70.0  90.0  10.0     97 
75.0  90.0  10.0     93 
80.0  90.0  10.0     91 
85.0  90.0  10.0     91 
90.0  90.0  10.0     91 
 0.0   0.0  15.0     86 
 5.0   0.0  15.0     88 
10.0   0.0  15.0     88 
15.0   0.0  15.0     86 
20.0   0.0  15.0     86 
25.0   0.0  15.0     90 
30.0   0.0  15.0     91 
35.0   0.0  15.0     94 
40.0   0.0  15.0     93 
45.0   0.0  15.0     92 
50.0   0.0  15.0     94 
55.0   0.0  15.0     92 
60.0   0.0  15.0     89 
65.0   0.0  15.0     86 
70.0   0.0  15.0     80 
75.0   0.0  15.0     78 
80.0   0.0  15.0     78 
85.0   0.0  15.0     78 
90.0   0.0  15.0     79 
 0.0   5.0  15.0     86 
 5.0   5.0  15.0     88 
10.0   5.0  15.0     87 
15.0   5.0  15.0     86 
20.0   5.0  15.0     90 
25.0   5.0  15.0     92 
30.0   5.0  15.0     96 
35.0   5.0  15.0     94 
40.0   5.0  15.0     95 
45.0   5.0  15.0     95 
50.0   5.0  15.0     91 
55.0   5.0  15.0     89 
60.0   5.0  15.0     85 
65.0   5.0  15.0     82 
70.0   5.0  15.0     79 
75.0   5.0  15.0     79 
80.0   5.0  15.0     77 
85.0   5.0  15.0     78 
90.0   5.0  15.0     77 
 0.0  10.0  15.0     88 
 5.0  10.0  15.0     88 
10.0  10.0  15.0     89 
15.0  10.0  15.0     94 
20.0  10.0  15.0     95 
25.0  10.0  15.0    100 
30.0  10.0  15.0    100 
35.0  10.0  15.0    100 
40.0  10.0  15.0     99 
45.0  10.0  15.0     97 
50.0  10.0  15.0     92 
55.0  10.0  15.0     88 
60.0  10.0  15.0     84 
65.0  10.0  15.0     80 
70.0  10.0  15.0     79 
75.0  10.0  15.0     77 
80.0  10.0  15.0     78 
85.0  10.0  15.0     76 
90.0  10.0  15.0     77 
 0.0  15.0  15.0    111 
 5.0  15.0  15.0    110 
10.0  15.0  15.0    114 
15.0  15.0  15.0    114 
20.0  15.0  15.0    116 
25.0  15.0  15.0    118 
30.0  15.0  15.0    121 
35.0  15.0  15.0    117 
40.0  15.0  15.0    113 
45.0  15.0  15.0    109 
50.0  15.0  15.0    103 
55.0  15.0  15.0    103 
60.0  15.0  15.0     99 
65.0  15.0  15.0     97 
70.0  15.0  15.0     95 
75.0  15.0  15.0     97 
80.0  15.0  15.0     96 
85.0  15.0  15.0     94 
90.0  15.0  15.0     92 
 0.0  20.0  15.0    119 
 5.0  20.0  15.0    123 
10.0  20.0  15.0    128 
15.0  20.0  15.0    132 
20.0  20.0  15.0    137 
25.0  20.0  15.0    136 
30.0  20.0  15.0    137 
35.0  20.0  15.0    128 
40.0  20.0  15.0    121 
45.0  20.0  15.0    114 
50.0  20.0  15.0    107 
55.0  20.0  15.0    103 
60.0  20.0  15.0     97 
65.0  20.0  15.0     96 
70.0  20.0  15.0     92 
75.0  20.0  15.0     94 
80.0  20.0  15.0     90 
85.0  20.0  15.0     88 
90.0  20.0  15.0     88 
 0.0  25.0  15.0    124 
 5.0  25.0  15.0    128 
10.0  25.0  15.0    137 
15.0  25.0  15.0    141 
20.0  25.0  15.0    143 
25.0  25.0  15.0    142 
30.0  25.0  15.0    135 
35.0  25.0  15.0    128 
40.0  25.0  15.0    120 
45.0  25.0  15.0    111 
50.0  25.0  15.0    104 
55.0  25.0  15.0     98 
60.0  25.0  15.0     96 
65.0  25.0  15.0     94 
70.0  25.0  15.0     95 
75.0  25.0  15.0     92 
80.0  25.0  15.0     89 
85.0  25.0  15.0     87 
90.0  25.0  15.0     87 
 0.0  30.0  15.0    132 
 5.0  30.0  15.0    146 
10.0  30.0  15.0    152 
15.0  30.0  15.0    158 
20.0  30.0  15.0    150 
25.0  30.0  15.0    144 
30.0  30.0  15.0    131 
35.0  30.0  15.0    120 
40.0  30.0  15.0    110 
45.0  30.0  15.0    102 
50.0  30.0  15.0     93 
55.0  30.0  15.0     92 
60.0  30.0  15.0     89 
65.0  30.0  15.0     92 
70.0  30.0  15.0     90 
75.0  30.0  15.0     91 
80.0  30.0  15.0     89 
85.0  30.0  15.0     92 
90.0  30.0  15.0     90 
 0.0  35.0  15.0     91 
 5.0  35.0  15.0     97 
10.0  35.0  15.0    102 
15.0  35.0  15.0     96 
20.0  35.0  15.0     93 
25.0  35.0  15.0     87 
30.0  35.0  15.0     80 
35.0  35.0  15.0     76 
40.0  35.0  15.0     73 
45.0  35.0  15.0     70 
50.0  35.0  15.0     69 
55.0  35.0  15.0     67 
60.0  35.0  15.0     68 
65.0  35.0  15.0     66 
70.0  35.0  15.0     64 
75.0  35.0  15.0     61 
80.0  35.0  15.0     61 
85.0  35.0  15.0     60 
90.0  35.0  15.0     60 
 0.0  40.0  15.0    110 
 5.0  40.0  15.0    110 
10.0  40.0  15.0    108 
15.0  40.0  15.0     97 
20.0  40.0  15.0     92 
25.0  40.0  15.0     83 
30.0  40.0  15.0     79 
35.0  40.0  15.0     76 
40.0  40.0  15.0     71 
45.0  40.0  15.0     70 
50.0  40.0  15.0     68 
55.0  40.0  15.0     69 
60.0  40.0  15.0     67 
65.0  40.0  15.0     64 
70.0  40.0  15.0     62 
75.0  40.0  15.0     61 
80.0  40.0  15.0     60 
85.0  40.0  15.0     59 
90.0  40.0  15.0     59 
 0.0  45.0  15.0    112 
 5.0  45.0  15.0    109 
10.0  45.0  15.0    103 
15.0  45.0  15.0     94 
20.0  45.0  15.0     88 
25.0  45.0  15.0     81 
30.0  45.0  15.0     79 
35.0  45.0  15.0     74 
40.0  45.0  15.0     73 
45.0  45.0  15.0     69 
50.0  45.0  15.0     70 
55.0  45.0  15.0     68 
60.0  45.0  15.0     64 
65.0  45.0  15.0     62 
70.0  45.0  15.0     60 
75.0  45.0  15.0     59 
80.0  45.0  15.0     59 
85.0  45.0  15.0     58 
90.0  45.0  15.0     61 
 0.0  50.0  15.0    110 
 5.0  50.0  15.0    103 
10.0  50.0  15.0     97 
15.0  50.0  15.0     90 
20.0  50.0  15.0     86 
25.0  50.0  15.0     82 
30.0  50.0  15.0     78 
35.0  50.0  15.0     74 
40.0  50.0  15.0     71 
45.0  50.0  15.0     70 
50.0  50.0  15.0     69 
55.0  50.0  15.0     65 
60.0  50.0  15.0     63 
65.0  50.0  15.0     60 
70.0  50.0  15.0     60 
75.0  50.0  15.0     59 
80.0  50.0  15.0     59 
85.0  50.0  15.0     60 
90.0  50.0  15.0     59 
 0.0  55.0  15.0     91 
 5.0  55.0  15.0     85 
10.0  55.0  15.0     80 
15.0  55.0  15.0     75 
20.0  55.0  15.0     73 
25.0  55.0  15.0     71 
30.0  55.0  15.0     68 
35.0  55.0  15.0     65 
40.0  55.0  15.0     67 
45.0  55.0  15.0     63 
50.0  55.0  15.0     61 
55.0  55.0  15.0     59 
60.0  55.0  15.0     58 
65.0  55.0  15.0     59 
70.0  55.0  15.0     59 
75.0  55.0  15.0     60 
80.0  55.0  15.0     62 
85.0  55.0  15.0     60 
90.0  55.0  15.0     60 
 0.0  60.0  15.0    132 
 5.0  60.0  15.0    129 
10.0  60.0  15.0    120 
15.0  60.0  15.0    116 
20.0  60.0  15.0    111 
25.0  60.0  15.0    105 
30.0  60.0  15.0    101 
35.0  60.0  15.0    102 
40.0  60.0  15.0     97 
45.0  60.0  15.0     93 
50.0  60.0  15.0     89 
55.0  60.0  15.0     89 
60.0  60.0  15.0     89 
65.0  60.0  15.0     90 
70.0  60.0  15.0     89 
75.0  60.0  15.0     92 
80.0  60.0  15.0     91 
85.0  60.0  15.0     91 
90.0  60.0  15.0     90 
 0.0  65.0  15.0    124 
 5.0  65.0  15.0    120 
10.0  65.0  15.0    118 
15.0  65.0  15.0    113 
20.0  65.0  15.0    107 
25.0  65.0  15.0    103 
30.0  65.0  15.0    106 
35.0  65.0  15.0    100 
40.0  65.0  15.0     95 
45.0  65.0  15.0     90 
50.0  65.0  15.0     88 
55.0  65.0  15.0     89 
60.0  65.0  15.0     89 
65.0  65.0  15.0     88 
70.0  65.0  15.0     89 
75.0  65.0  15.0     88 
80.0  65.0  15.0     87 
85.0  65.0  15.0     86 
90.0  65.0  15.0     87 
 0.0  70.0  15.0    119 
 5.0  70.0  15.0    118 
10.0  70.0  15.0    114 
15.0  70.0  15.0    110 
20.0  70.0  15.0    105 
25.0  70.0  15.0    107 
30.0  70.0  15.0    102 
35.0  70.0  15.0     95 
40.0  70.0  15.0     92 
45.0  70.0  15.0     90 
50.0  70.0  15.0     87 
55.0  70.0  15.0     88 
60.0  70.0  15.0     88 
65.0  70.0  15.0     88 
70.0  70.0  15.0     89 
75.0  70.0  15.0     87 
80.0  70.0  15.0     86 
85.0  70.0  15.0     85 
90.0  70.0  15.0     88 
 0.0  75.0  15.0    111 
 5.0  75.0  15.0    109 
10.0  75.0  15.0    106 
15.0  75.0  15.0    103 
20.0  75.0  15.0    104 
25.0  75.0  15.0     97 
30.0  75.0  15.0     93 
35.0  75.0  15.0     89 
40.0  75.0  15.0     88 
45.0  75.0  15.0     86 
50.0  75.0  15.0     87 
55.0  75.0  15.0     87 
60.0  75.0  15.0     88 
65.0  75.0  15.0     89 
70.0  75.0  15.0     89 
75.0  75.0  15.0     89 
80.0  75.0  15.0     91 
85.0  75.0  15.0     90 
90.0  75.0  15.0     92 
 0.0  80.0  15.0     88 
 5.0  80.0  15.0     85 
10.0  80.0  15.0     85 
15.0  80.0  15.0     84 
20.0  80.0  15.0     83 
25.0  80.0  15.0     80 
30.0  80.0  15.0     79 
35.0  80.0  15.0     82 
40.0  80.0  15.0     83 
45.0  80.0  15.0     86 
50.0  80.0  15.0     85 
55.0  80.0  15.0     85 
60.0  80.0  15.0     87 
65.0  80.0  15.0     87 
70.0  80.0  15.0     83 
75.0  80.0  15.0     82 
80.0  80.0  15.0     77 
85.0  80.0  15.0     76 
90.0  80.0  15.0     77 
 0.0  85.0  15.0     86 
 5.0  85.0  15.0     86 
10.0  85.0  15.0     86 
15.0  85.0  15.0     84 
20.0  85.0  15.0     83 
25.0  85.0  15.0     83 
30.0  85.0  15.0     86 
35.0  85.0  15.0     87 
40.0  85.0  15.0     89 
45.0  85.0  15.0     89 
50.0  85.0  15.0     87 
55.0  85.0  15.0     90 
60.0  85.0  15.0     88 
65.0  85.0  15.0     86 
70.0  85.0  15.0     83 
75.0  85.0  15.0     80 
80.0  85.0  15.0     78 
85.0  85.0  15.0     78 
90.0  85.0  15.0     77 
 0.0  90.0  15.0     86 
 5.0  90.0  15.0     88 
10.0  90.0  15.0     88 
15.0  90.0  15.0     86 
20.0  90.0  15.0     86 
25.0  90.0  15.0     90 
30.0  90.0  15.0     91 
35.0  90.0  15.0     94 
40.0  90.0  15.0     93 
45.0  90.0  15.0     92 
50.0  90.0  15.0     94 
55.0  90.0  15.0     92 
60.0  90.0  15.0     89 
65.0  90.0  15.0     86 
70.0  90.0  15.0     80 
75.0  90.0  15.0     78 
80.0  90.0  15.0     78 
85.0  90.0  15.0     78 
90.0  90.0  15.0     79 
 0.0   0.0  20.0    102 
 5.0   0.0  20.0    101 
10.0   0.0  20.0    100 
15.0   0.0  20.0     98 
20.0   0.0  20.0     98 
25.0   0.0  20.0     96 
30.0   0.0  20.0     92 
35.0   0.0  20.0     92 
40.0   0.0  20.0     93 
45.0   0.0  20.0     94 
50.0   0.0  20.0     93 
55.0   0.0  20.0     91 
60.0   0.0  20.0     90 
65.0   0.0  20.0     91 
70.0   0.0  20.0     92 
75.0   0.0  20.0     91 
80.0   0.0  20.0     91 
85.0   0.0  20.0     92 
90.0   0.0  20.0     89 
 0.0   5.0  20.0    104 
 5.0   5.0  20.0    104 
10.0   5.0  20.0    101 
15.0   5.0  20.0    103 
20.0   5.0  20.0    100 
25.0   5.0  20.0     98 
30.0   5.0  20.0     97 
35.0   5.0  20.0     98 
40.0   5.0  20.0     99 
45.0   5.0  20.0    101 
50.0   5.0  20.0     95 
55.0   5.0  20.0     97 
60.0   5.0  20.0     95 
65.0   5.0  20.0     96 
70.0   5.0  20.0     94 
75.0   5.0  20.0     92 
80.0   5.0  20.0     94 
85.0   5.0  20.0     89 
90.0   5.0  20.0     92 
 0.0  10.0  20.0     96 
 5.0  10.0  20.0     96 
10.0  10.0  20.0     97 
15.0  10.0  20.0     98 
20.0  10.0  20.0    100 
25.0  10.0  20.0    100 
30.0  10.0  20.0    100 
35.0  10.0  20.0    102 
40.0  10.0  20.0    102 
45.0  10.0  20.0     96 
50.0  10.0  20.0     96 
55.0  10.0  20.0     91 
60.0  10.0  20.0     91 
65.0  10.0  20.0     87 
70.0  10.0  20.0     86 
75.0  10.0  20.0     84 
80.0  10.0  20.0     84 
85.0  10.0  20.0     83 
90.0  10.0  20.0     83 
 0.0  15.0  20.0     98 
 5.0  15.0  20.0    100 
10.0  15.0  20.0    100 
15.0  15.0  20.0    104 
20.0  15.0  20.0    103 
25.0  15.0  20.0    108 
30.0  15.0  20.0    108 
35.0  15.0  20.0    106 
40.0  15.0  20.0    104 
45.0  15.0  20.0    102 
50.0  15.0  20.0     95 
55.0  15.0  20.0     94 
60.0  15.0  20.0     88 
65.0  15.0  20.0     87 
70.0  15.0  20.0     84 
75.0  15.0  20.0     84 
80.0  15.0  20.0     83 
85.0  15.0  20.0     83 
90.0  15.0  20.0     80 
 0.0  20.0  20.0    110 
 5.0  20.0  20.0    110 
10.0  20.0  20.0    115 
15.0  20.0  20.0    115 
20.0  20.0  20.0    121 
25.0  20.0  20.0    119 
30.0  20.0  20.0    116 
35.0  20.0  20.0    113 
40.0  20.0  20.0    109 
45.0  20.0  20.0    103 
50.0  20.0  20.0     99 
55.0  20.0  20.0     92 
60.0  20.0  20.0     89 
65.0  20.0  20.0     86 
70.0  20.0  20.0     86 
75.0  20.0  20.0     81 
80.0  20.0  20.0     84 
85.0  20.0  20.0     80 
90.0  20.0  20.0     82 
 0.0  25.0  20.0     98 
 5.0  25.0  20.0    104 
10.0  25.0  20.0    107 
15.0  25.0  20.0    112 
20.0  25.0  20.0    114 
25.0  25.0  20.0    115 
30.0  25.0  20.0    109 
35.0  25.0  20.0    105 
40.0  25.0  20.0     99 
45.0  25.0  20.0     99 
50.0  25.0  20.0     92 
55.0  25.0  20.0     93 
60.0  25.0  20.0     90 
65.0  25.0  20.0     89 
70.0  25.0  20.0     85 
75.0  25.0  20.0     83 
80.0  25.0  20.0     78 
85.0  25.0  20.0     75 
90.0  25.0  20.0     74 
 0.0  30.0  20.0     96 
 5.0  30.0  20.0     99 
10.0  30.0  20.0    104 
15.0  30.0  20.0    105 
20.0  30.0  20.0    107 
25.0  30.0  20.0    101 
30.0  30.0  20.0     96 
35.0  30.0  20.0     90 
40.0  30.0  20.0     88 
45.0  30.0  20.0     85 
50.0  30.0  20.0     83 
55.0  30.0  20.0     81 
60.0  30.0  20.0     81 
65.0  30.0  20.0     76 
70.0  30.0  20.0     75 
75.0  30.0  20.0     69 
80.0  30.0  20.0     67 
85.0  30.0  20.0     66 
90.0  30.0  20.0     66 
 0.0  35.0  20.0    111 
 5.0  35.0  20.0    117 
10.0  35.0  20.0    120 
15.0  35.0  20.0    119 
20.0  35.0  20.0    111 
25.0  35.0  20.0    103 
30.0  35.0  20.0     94 
35.0  35.0  20.0     90 
40.0  35.0  20.0     86 
45.0  35.0  20.0     84 
50.0  35.0  20.0     79 
55.0  35.0  20.0     78 
60.0  35.0  20.0     74 
65.0  35.0  20.0     72 
70.0  35.0  20.0     68 
75.0  35.0  20.0     65 
80.0  35.0  20.0     64 
85.0  35.0  20.0     64 
90.0  35.0  20.0     65 
 0.0  40.0  20.0    145 
 5.0  40.0  20.0    147 
10.0  40.0  20.0    145 
15.0  40.0  20.0    138 
20.0  40.0  20.0    127 
25.0  40.0  20.0    117 
30.0  40.0  20.0    107 
35.0  40.0  20.0    101 
40.0  40.0  20.0     96 
45.0  40.0  20.0     92 
50.0  40.0  20.0     87 
55.0  40.0  20.0     84 
60.0  40.0  20.0     82 
65.0  40.0  20.0     78 
70.0  40.0  20.0     76 
75.0  40.0  20.0     76 
80.0  40.0  20.0     76 
85.0  40.0  20.0     77 
90.0  40.0  20.0     79 
 0.0  45.0  20.0    150 
 5.0  45.0  20.0    146 
10.0  45.0  20.0    137 
15.0  45.0  20.0    126 
20.0  45.0  20.0    116 
25.0  45.0  20.0    107 
30.0  45.0  20.0     99 
35.0  45.0  20.0     95 
40.0  45.0  20.0     90 
45.0  45.0  20.0     89 
50.0  45.0  20.0     86 
55.0  45.0  20.0     84 
60.0  45.0  20.0     81 
65.0  45.0  20.0     79 
70.0  45.0  20.0     79 
75.0  45.0  20.0     78 
80.0  45.0  20.0     80 
85.0  45.0  20.0     81 
90.0  45.0  20.0     80 
 0.0  50.0  20.0    145 
 5.0  50.0  20.0    133 
10.0  50.0  20.0    125 
15.0  50.0  20.0    115 
20.0  50.0  20.0    108 
25.0  50.0  20.0    101 
30.0  50.0  20.0     96 
35.0  50.0  20.0     91 
40.0  50.0  20.0     89 
45.0  50.0  20.0     87 
50.0  50.0  20.0     83 
55.0  50.0  20.0     82 
60.0  50.0  20.0     79 
65.0  50.0  20.0     78 
70.0  50.0  20.0     76 
75.0  50.0  20.0     78 
80.0  50.0  20.0     80 
85.0  50.0  20.0     79 
90.0  50.0  20.0     79 
 0.0  55.0  20.0    111 
 5.0  55.0  20.0    107 
10.0  55.0  20.0    100 
15.0  55.0  20.0     95 
20.0  55.0  20.0     91 
25.0  55.0  20.0     86 
30.0  55.0  20.0     81 
35.0  55.0  20.0     77 
40.0  55.0  20.0     76 
45.0  55.0  20.0     73 
50.0  55.0  20.0     70 
55.0  55.0  20.0     68 
60.0  55.0  20.0     66 
65.0  55.0  20.0     64 
70.0  55.0  20.0     65 
75.0  55.0  20.0     65 
80.0  55.0  20.0     66 
85.0  55.0  20.0     67 
90.0  55.0  20.0     65 
 0.0  60.0  20.0     96 
 5.0  60.0  20.0     89 
10.0  60.0  20.0     88 
15.0  60.0  20.0     83 
20.0  60.0  20.0     81 
25.0  60.0  20.0     79 
30.0  60.0  20.0     73 
35.0  60.0  20.0     71 
40.0  60.0  20.0     71 
45.0  60.0  20.0     70 
50.0  60.0  20.0     67 
55.0  60.0  20.0     66 
60.0  60.0  20.0     65 
65.0  60.0  20.0     67 
70.0  60.0  20.0     66 
75.0  60.0  20.0     68 
80.0  60.0  20.0     68 
85.0  60.0  20.0     65 
90.0  60.0  20.0     66 
 0.0  65.0  20.0     98 
 5.0  65.0  20.0     96 
10.0  65.0  20.0     91 
15.0  65.0  20.0     87 
20.0  65.0  20.0     84 
25.0  65.0  20.0     80 
30.0  65.0  20.0     75 
35.0  65.0  20.0     75 
40.0  65.0  20.0     74 
45.0  65.0  20.0     74 
50.0  65.0  20.0     71 
55.0  65.0  20.0     72 
60.0  65.0  20.0     74 
65.0  65.0  20.0     73 
70.0  65.0  20.0     76 
75.0  65.0  20.0     76 
80.0  65.0  20.0     74 
85.0  65.0  20.0     74 
90.0  65.0  20.0     74 
 0.0  70.0  20.0    110 
 5.0  70.0  20.0    105 
10.0  70.0  20.0    103 
15.0  70.0  20.0    100 
20.0  70.0  20.0     97 
25.0  70.0  20.0     91 
30.0  70.0  20.0     91 
35.0  70.0  20.0     87 
40.0  70.0  20.0     89 
45.0  70.0  20.0     90 
50.0  70.0  20.0     87 
55.0  70.0  20.0     92 
60.0  70.0  20.0     88 
65.0  70.0  20.0     88 
70.0  70.0  20.0     88 
75.0  70.0  20.0     86 
80.0  70.0  20.0     86 
85.0  70.0  20.0     84 
90.0  70.0  20.0     82 
 0.0  75.0  20.0     98 
 5.0  75.0  20.0     96 
10.0  75.0  20.0     94 
15.0  75.0  20.0     91 
20.0  75.0  20.0     87 
25.0  75.0  20.0     88 
30.0  75.0  20.0     84 
35.0  75.0  20.0     86 
40.0  75.0  20.0     86 
45.0  75.0  20.0     87 
50.0  75.0  20.0     88 
55.0  75.0  20.0     87 
60.0  75.0  20.0     86 
65.0  75.0  20.0     88 
70.0  75.0  20.0     87 
75.0  75.0  20.0     85 
80.0  75.0  20.0     84 
85.0  75.0  20.0     82 
90.0  75.0  20.0     80 
 0.0  80.0  20.0     96 
 5.0  80.0  20.0     92 
10.0  80.0  20.0     93 
15.0  80.0  20.0     90 
20.0  80.0  20.0     89 
25.0  80.0  20.0     87 
30.0  80.0  20.0     86 
35.0  80.0  20.0     87 
40.0  80.0  20.0     87 
45.0  80.0  20.0     88 
50.0  80.0  20.0     87 
55.0  80.0  20.0     87 
60.0  80.0  20.0     88 
65.0  80.0  20.0     88 
70.0  80.0  20.0     88 
75.0  80.0  20.0     85 
80.0  80.0  20.0     84 
85.0  80.0  20.0     82 
90.0  80.0  20.0     83 
 0.0  85.0  20.0    104 
 5.0  85.0  20.0    103 
10.0  85.0  20.0    102 
15.0  85.0  20.0     99 
20.0  85.0  20.0     97 
25.0  85.0  20.0     98 
30.0  85.0  20.0     93 
35.0  85.0  20.0     92 
40.0  85.0  20.0     91 
45.0  85.0  20.0     92 
50.0  85.0  20.0     92 
55.0  85.0  20.0     92 
60.0  85.0  20.0     88 
65.0  85.0  20.0     90 
70.0  85.0  20.0     88 
75.0  85.0  20.0     90 
80.0  85.0  20.0     89 
85.0  85.0  20.0     89 
90.0  85.0  20.0     92 
 0.0  90.0  20.0    102 
 5.0  90.0  20.0    101 
10.0  90.0  20.0    100 
15.0  90.0  20.0     98 
20.0  90.0  20.0     98 
25.0  90.0  20.0     96 
30.0  90.0  20.0     92 
35.0  90.0  20.0     92 
40.0  90.0  20.0     93 
45.0  90.0  20.0     94 
50.0  90.0  20.0     93 
55.0  90.0  20.0     91 
60.0  90.0  20.0     90 
65.0  90.0  20.0     91 
70.0  90.0  20.0     92 
75.0  90.0  20.0     91 
80.0  90.0  20.0     91 
85.0  90.0  20.0     92 
90.0  90.0  20.0     89 
 0.0   0.0  25.0    102 
 5.0   0.0  25.0    102 
10.0   0.0  25.0     98 
15.0   0.0  25.0     96 
20.0   0.0  25.0     96 
25.0   0.0  25.0     96 
30.0   0.0  25.0     94 
35.0   0.0  25.0     92 
40.0   0.0  25.0     90 
45.0   0.0  25.0     89 
50.0   0.0  25.0     91 
55.0   0.0  25.0     91 
60.0   0.0  25.0     90 
65.0   0.0  25.0     89 
70.0   0.0  25.0     93 
75.0   0.0  25.0     89 
80.0   0.0  25.0     90 
85.0   0.0  25.0     90 
90.0   0.0  25.0     91 
 0.0   5.0  25.0    103 
 5.0   5.0  25.0    101 
10.0   5.0  25.0    101 
15.0   5.0  25.0    101 
20.0   5.0  25.0    102 
25.0   5.0  25.0     98 
30.0   5.0  25.0     94 
35.0   5.0  25.0     95 
40.0   5.0  25.0     91 
45.0   5.0  25.0     91 
50.0   5.0  25.0     92 
55.0   5.0  25.0     89 
60.0   5.0  25.0     92 
65.0   5.0  25.0     92 
70.0   5.0  25.0     94 
75.0   5.0  25.0     90 
80.0   5.0  25.0     92 
85.0   5.0  25.0     92 
90.0   5.0  25.0     92 
 0.0  10.0  25.0    103 
 5.0  10.0  25.0    107 
10.0  10.0  25.0    105 
15.0  10.0  25.0    105 
20.0  10.0  25.0    102 
